chemical,Replication,Concentration,Response,celltype,phenotype
Diazinon,1,0.01,1.029825549,iCell Neurons,Cell Number
Heptachlor epoxide,1,0.01,1.024198087,iCell Neurons,Cell Number
Pentachlorophenol,1,0.01,1.091727631,iCell Neurons,Cell Number
Dibutyl phthalate,1,0.01,1.007315701,iCell Neurons,Cell Number
Chlorpyrifos,1,0.01,1.102982555,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,1,0.01,0.996060777,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",1,0.01,1.029825549,iCell Neurons,Cell Number
Ethion,1,0.01,0.64153067,iCell Neurons,Cell Number
Azinphos-methyl,1,0.01,0.996060777,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",1,0.01,0.748452448,iCell Neurons,Cell Number
Parathion,1,0.01,1.108610017,iCell Neurons,Cell Number
Benzo(b)fluoranthene,1,0.01,1.153629713,iCell Neurons,Cell Number
Trifluralin,1,0.01,0.962296005,iCell Neurons,Cell Number
Acenaphthene,1,0.01,0.996060777,iCell Neurons,Cell Number
"p,p'-DDD",1,0.01,0.877884074,iCell Neurons,Cell Number
Benzidine,1,0.01,0.855374226,iCell Neurons,Cell Number
Endosulfan,1,0.01,0.967923467,iCell Neurons,Cell Number
Methoxychlor,1,0.01,0.81035453,iCell Neurons,Cell Number
"2,4-Dinitrophenol",1,0.01,0.900393922,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",1,0.01,0.917276308,iCell Neurons,Cell Number
Dicofol,1,0.01,0.889138998,iCell Neurons,Cell Number
p-Cresol,1,0.01,0.86662915,iCell Neurons,Cell Number
"o,p'-DDT",1,0.01,0.967923467,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",1,0.01,0.742824986,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",1,0.01,0.78221722,iCell Neurons,Cell Number
Lead nitrate,1,0.01,1.148002251,iCell Neurons,Cell Number
Cadmium chloride,1,0.01,0.95104108,iCell Neurons,Cell Number
Zinc chloride,1,0.01,1.108610017,iCell Neurons,Cell Number
Mercuric chloride,1,0.01,0.939786156,iCell Neurons,Cell Number
Potassium chromate (VI),1,0.01,0.686550366,iCell Neurons,Cell Number
Cobalt chloride,1,0.01,0.996060777,iCell Neurons,Cell Number
Nickel chloride,1,0.01,0.889138998,iCell Neurons,Cell Number
Benz(a)anthracene,2,0.01,1.053299492,iCell Neurons,Cell Number
Naphthalene,2,0.01,1.110406091,iCell Neurons,Cell Number
Fluoranthene,2,0.01,1.180203046,iCell Neurons,Cell Number
"p,p'-DDT",2,0.01,1.072335025,iCell Neurons,Cell Number
Dieldrin,2,0.01,1.085025381,iCell Neurons,Cell Number
Aldrin,2,0.01,1.262690355,iCell Neurons,Cell Number
Heptachlor,2,0.01,1.129441624,iCell Neurons,Cell Number
Lindane,2,0.01,1.211928934,iCell Neurons,Cell Number
Disulfoton,2,0.01,1.180203046,iCell Neurons,Cell Number
Endrin,2,0.01,1.237309645,iCell Neurons,Cell Number
Diazinon,2,0.01,1.021573604,iCell Neurons,Cell Number
Heptachlor epoxide,2,0.01,1.104060914,iCell Neurons,Cell Number
Pentachlorophenol,2,0.01,0.888324873,iCell Neurons,Cell Number
Dibutyl phthalate,2,0.01,0.926395939,iCell Neurons,Cell Number
Chlorpyrifos,2,0.01,1.186548223,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,2,0.01,1.14213198,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",2,0.01,1.135786802,iCell Neurons,Cell Number
Ethion,2,0.01,1.104060914,iCell Neurons,Cell Number
Azinphos-methyl,2,0.01,1.046954315,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",2,0.01,1.053299492,iCell Neurons,Cell Number
Parathion,2,0.01,0.894670051,iCell Neurons,Cell Number
Benzo(b)fluoranthene,2,0.01,1.129441624,iCell Neurons,Cell Number
Trifluralin,2,0.01,0.97715736,iCell Neurons,Cell Number
Acenaphthene,2,0.01,0.989847716,iCell Neurons,Cell Number
"p,p'-DDD",2,0.01,1.072335025,iCell Neurons,Cell Number
Benzidine,2,0.01,1.161167513,iCell Neurons,Cell Number
Endosulfan,2,0.01,1.053299492,iCell Neurons,Cell Number
Methoxychlor,2,0.01,0.881979695,iCell Neurons,Cell Number
"2,4-Dinitrophenol",2,0.01,1.091370558,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",2,0.01,0.939086294,iCell Neurons,Cell Number
Dicofol,2,0.01,1.148477157,iCell Neurons,Cell Number
p-Cresol,2,0.01,0.793147208,iCell Neurons,Cell Number
"o,p'-DDT",2,0.01,1.072335025,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",2,0.01,0.958121827,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",2,0.01,0.964467005,iCell Neurons,Cell Number
Lead nitrate,2,0.01,1.008883249,iCell Neurons,Cell Number
Cadmium chloride,2,0.01,1.110406091,iCell Neurons,Cell Number
Zinc chloride,2,0.01,0.97715736,iCell Neurons,Cell Number
Mercuric chloride,2,0.01,1.078680203,iCell Neurons,Cell Number
Potassium chromate (VI),2,0.01,0.710659898,iCell Neurons,Cell Number
Cobalt chloride,2,0.01,1.091370558,iCell Neurons,Cell Number
Nickel chloride,2,0.01,0.939086294,iCell Neurons,Cell Number
Benz(a)anthracene,1,0.1,0.973550929,iCell Neurons,Cell Number
Naphthalene,1,0.1,1.012943163,iCell Neurons,Cell Number
Fluoranthene,1,0.1,1.119864941,iCell Neurons,Cell Number
"p,p'-DDT",1,0.1,1.080472707,iCell Neurons,Cell Number
Dieldrin,1,0.1,1.114237479,iCell Neurons,Cell Number
Aldrin,1,0.1,1.119864941,iCell Neurons,Cell Number
Heptachlor,1,0.1,1.125492403,iCell Neurons,Cell Number
Lindane,1,0.1,1.232414181,iCell Neurons,Cell Number
Disulfoton,1,0.1,1.097355093,iCell Neurons,Cell Number
Endrin,1,0.1,1.024198087,iCell Neurons,Cell Number
Diazinon,1,0.1,0.984805853,iCell Neurons,Cell Number
Heptachlor epoxide,1,0.1,1.136747327,iCell Neurons,Cell Number
Pentachlorophenol,1,0.1,0.906021384,iCell Neurons,Cell Number
Dibutyl phthalate,1,0.1,1.041080473,iCell Neurons,Cell Number
Chlorpyrifos,1,0.1,0.911648846,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,1,0.1,1.057962859,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",1,0.1,1.164884637,iCell Neurons,Cell Number
Ethion,1,0.1,0.934158694,iCell Neurons,Cell Number
Azinphos-methyl,1,0.1,1.153629713,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",1,0.1,0.714687676,iCell Neurons,Cell Number
Parathion,1,0.1,0.889138998,iCell Neurons,Cell Number
Benzo(b)fluoranthene,1,0.1,1.102982555,iCell Neurons,Cell Number
Trifluralin,1,0.1,0.906021384,iCell Neurons,Cell Number
Acenaphthene,1,0.1,0.945413618,iCell Neurons,Cell Number
"p,p'-DDD",1,0.1,1.041080473,iCell Neurons,Cell Number
Benzidine,1,0.1,1.142374789,iCell Neurons,Cell Number
Endosulfan,1,0.1,0.979178391,iCell Neurons,Cell Number
Methoxychlor,1,0.1,1.041080473,iCell Neurons,Cell Number
"2,4-Dinitrophenol",1,0.1,1.012943163,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",1,0.1,0.815981992,iCell Neurons,Cell Number
Dicofol,1,0.1,1.041080473,iCell Neurons,Cell Number
p-Cresol,1,0.1,0.95104108,iCell Neurons,Cell Number
"o,p'-DDT",1,0.1,1.041080473,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",1,0.1,0.92290377,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",1,0.1,0.984805853,iCell Neurons,Cell Number
Lead nitrate,1,0.1,1.052335397,iCell Neurons,Cell Number
Cadmium chloride,1,0.1,0.979178391,iCell Neurons,Cell Number
Zinc chloride,1,0.1,0.78221722,iCell Neurons,Cell Number
Mercuric chloride,1,0.1,0.66966798,iCell Neurons,Cell Number
Potassium chromate (VI),1,0.1,0.759707372,iCell Neurons,Cell Number
Cobalt chloride,1,0.1,1.063590321,iCell Neurons,Cell Number
Nickel chloride,1,0.1,0.984805853,iCell Neurons,Cell Number
Benz(a)anthracene,2,0.1,0.964467005,iCell Neurons,Cell Number
Naphthalene,2,0.1,1.040609137,iCell Neurons,Cell Number
Fluoranthene,2,0.1,0.964467005,iCell Neurons,Cell Number
"p,p'-DDT",2,0.1,1.097715736,iCell Neurons,Cell Number
Dieldrin,2,0.1,1.091370558,iCell Neurons,Cell Number
Aldrin,2,0.1,1.091370558,iCell Neurons,Cell Number
Heptachlor,2,0.1,1.129441624,iCell Neurons,Cell Number
Lindane,2,0.1,1.116751269,iCell Neurons,Cell Number
Disulfoton,2,0.1,0.755076142,iCell Neurons,Cell Number
Endrin,2,0.1,1.14213198,iCell Neurons,Cell Number
Diazinon,2,0.1,0.901015228,iCell Neurons,Cell Number
Heptachlor epoxide,2,0.1,1.053299492,iCell Neurons,Cell Number
Pentachlorophenol,2,0.1,0.812182741,iCell Neurons,Cell Number
Dibutyl phthalate,2,0.1,1.065989848,iCell Neurons,Cell Number
Chlorpyrifos,2,0.1,1.072335025,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,2,0.1,1.110406091,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",2,0.1,1.14213198,iCell Neurons,Cell Number
Ethion,2,0.1,0.989847716,iCell Neurons,Cell Number
Azinphos-methyl,2,0.1,1.078680203,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",2,0.1,1.053299492,iCell Neurons,Cell Number
Parathion,2,0.1,1.091370558,iCell Neurons,Cell Number
Benzo(b)fluoranthene,2,0.1,0.862944162,iCell Neurons,Cell Number
Trifluralin,2,0.1,0.983502538,iCell Neurons,Cell Number
Acenaphthene,2,0.1,1.002538071,iCell Neurons,Cell Number
"p,p'-DDD",2,0.1,1.085025381,iCell Neurons,Cell Number
Benzidine,2,0.1,0.95177665,iCell Neurons,Cell Number
Endosulfan,2,0.1,1.008883249,iCell Neurons,Cell Number
Methoxychlor,2,0.1,0.894670051,iCell Neurons,Cell Number
"2,4-Dinitrophenol",2,0.1,0.780456853,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",2,0.1,0.970812183,iCell Neurons,Cell Number
Dicofol,2,0.1,0.926395939,iCell Neurons,Cell Number
p-Cresol,2,0.1,0.945431472,iCell Neurons,Cell Number
"o,p'-DDT",2,0.1,0.926395939,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",2,0.1,0.799492386,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",2,0.1,1.053299492,iCell Neurons,Cell Number
Lead nitrate,2,0.1,1.16751269,iCell Neurons,Cell Number
Cadmium chloride,2,0.1,1.002538071,iCell Neurons,Cell Number
Zinc chloride,2,0.1,1.034263959,iCell Neurons,Cell Number
Mercuric chloride,2,0.1,0.647208122,iCell Neurons,Cell Number
Potassium chromate (VI),2,0.1,1.173857868,iCell Neurons,Cell Number
Cobalt chloride,2,0.1,1.078680203,iCell Neurons,Cell Number
Nickel chloride,2,0.1,0.989847716,iCell Neurons,Cell Number
Benz(a)anthracene,1,1,0.996060777,iCell Neurons,Cell Number
Naphthalene,1,1,0.827236916,iCell Neurons,Cell Number
Fluoranthene,1,1,1.159257175,iCell Neurons,Cell Number
"p,p'-DDT",1,1,1.063590321,iCell Neurons,Cell Number
Dieldrin,1,1,1.238041643,iCell Neurons,Cell Number
Aldrin,1,1,1.108610017,iCell Neurons,Cell Number
Heptachlor,1,1,1.193021947,iCell Neurons,Cell Number
Lindane,1,1,0,iCell Neurons,Cell Number
Disulfoton,1,1,1.057962859,iCell Neurons,Cell Number
Endrin,1,1,1.057962859,iCell Neurons,Cell Number
Diazinon,1,1,1.069217783,iCell Neurons,Cell Number
Heptachlor epoxide,1,1,1.091727631,iCell Neurons,Cell Number
Pentachlorophenol,1,1,1.142374789,iCell Neurons,Cell Number
Dibutyl phthalate,1,1,1.052335397,iCell Neurons,Cell Number
Chlorpyrifos,1,1,0.95104108,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,1,1,0.911648846,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",1,1,0.66966798,iCell Neurons,Cell Number
Ethion,1,1,0.889138998,iCell Neurons,Cell Number
Azinphos-methyl,1,1,0.703432752,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",1,1,0.900393922,iCell Neurons,Cell Number
Parathion,1,1,1.001688239,iCell Neurons,Cell Number
Benzo(b)fluoranthene,1,1,1.159257175,iCell Neurons,Cell Number
Trifluralin,1,1,0.990433315,iCell Neurons,Cell Number
Acenaphthene,1,1,1.086100169,iCell Neurons,Cell Number
"p,p'-DDD",1,1,1.052335397,iCell Neurons,Cell Number
Benzidine,1,1,0.849746764,iCell Neurons,Cell Number
Endosulfan,1,1,1.097355093,iCell Neurons,Cell Number
Methoxychlor,1,1,0.939786156,iCell Neurons,Cell Number
"2,4-Dinitrophenol",1,1,1.164884637,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",1,1,1.142374789,iCell Neurons,Cell Number
Dicofol,1,1,1.125492403,iCell Neurons,Cell Number
p-Cresol,1,1,1.148002251,iCell Neurons,Cell Number
"o,p'-DDT",1,1,0.928531232,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",1,1,0.984805853,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",1,1,0.92290377,iCell Neurons,Cell Number
Lead nitrate,1,1,0.900393922,iCell Neurons,Cell Number
Cadmium chloride,1,1,0.906021384,iCell Neurons,Cell Number
Zinc chloride,1,1,0.900393922,iCell Neurons,Cell Number
Mercuric chloride,1,1,0.388294879,iCell Neurons,Cell Number
Potassium chromate (VI),1,1,0.984805853,iCell Neurons,Cell Number
Cobalt chloride,1,1,1.057962859,iCell Neurons,Cell Number
Nickel chloride,1,1,0.967923467,iCell Neurons,Cell Number
Benz(a)anthracene,2,1,1.002538071,iCell Neurons,Cell Number
Naphthalene,2,1,0.945431472,iCell Neurons,Cell Number
Fluoranthene,2,1,0.97715736,iCell Neurons,Cell Number
"p,p'-DDT",2,1,0.970812183,iCell Neurons,Cell Number
Dieldrin,2,1,1.104060914,iCell Neurons,Cell Number
Aldrin,2,1,1.173857868,iCell Neurons,Cell Number
Heptachlor,2,1,1.173857868,iCell Neurons,Cell Number
Lindane,2,1,1.097715736,iCell Neurons,Cell Number
Disulfoton,2,1,1.116751269,iCell Neurons,Cell Number
Endrin,2,1,1.097715736,iCell Neurons,Cell Number
Diazinon,2,1,1.116751269,iCell Neurons,Cell Number
Heptachlor epoxide,2,1,0.996192893,iCell Neurons,Cell Number
Pentachlorophenol,2,1,1.040609137,iCell Neurons,Cell Number
Dibutyl phthalate,2,1,1.040609137,iCell Neurons,Cell Number
Chlorpyrifos,2,1,1.104060914,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,2,1,0.983502538,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",2,1,1.078680203,iCell Neurons,Cell Number
Ethion,2,1,1.35786802,iCell Neurons,Cell Number
Azinphos-methyl,2,1,0.970812183,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",2,1,1.218274112,iCell Neurons,Cell Number
Parathion,2,1,0.888324873,iCell Neurons,Cell Number
Benzo(b)fluoranthene,2,1,1.14213198,iCell Neurons,Cell Number
Trifluralin,2,1,1.180203046,iCell Neurons,Cell Number
Acenaphthene,2,1,1.078680203,iCell Neurons,Cell Number
"p,p'-DDD",2,1,0.964467005,iCell Neurons,Cell Number
Benzidine,2,1,1.072335025,iCell Neurons,Cell Number
Endosulfan,2,1,1.040609137,iCell Neurons,Cell Number
Methoxychlor,2,1,1.021573604,iCell Neurons,Cell Number
"2,4-Dinitrophenol",2,1,0.881979695,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",2,1,1.021573604,iCell Neurons,Cell Number
Dicofol,2,1,0.907360406,iCell Neurons,Cell Number
p-Cresol,2,1,0.862944162,iCell Neurons,Cell Number
"o,p'-DDT",2,1,0.958121827,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",2,1,0.945431472,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",2,1,1.104060914,iCell Neurons,Cell Number
Lead nitrate,2,1,1.288071066,iCell Neurons,Cell Number
Cadmium chloride,2,1,0.958121827,iCell Neurons,Cell Number
Zinc chloride,2,1,0.888324873,iCell Neurons,Cell Number
Mercuric chloride,2,1,0.609137056,iCell Neurons,Cell Number
Potassium chromate (VI),2,1,0.875634518,iCell Neurons,Cell Number
Cobalt chloride,2,1,1.021573604,iCell Neurons,Cell Number
Nickel chloride,2,1,0.901015228,iCell Neurons,Cell Number
Benz(a)anthracene,1,10,0.911648846,iCell Neurons,Cell Number
Naphthalene,1,10,1.012943163,iCell Neurons,Cell Number
Fluoranthene,1,10,0.962296005,iCell Neurons,Cell Number
"p,p'-DDT",1,10,1.057962859,iCell Neurons,Cell Number
Dieldrin,1,10,1.131119865,iCell Neurons,Cell Number
Aldrin,1,10,1.148002251,iCell Neurons,Cell Number
Heptachlor,1,10,1.254924029,iCell Neurons,Cell Number
Lindane,1,10,1.288688801,iCell Neurons,Cell Number
Disulfoton,1,10,1.350590884,iCell Neurons,Cell Number
Endrin,1,10,1.074845245,iCell Neurons,Cell Number
Diazinon,1,10,1.159257175,iCell Neurons,Cell Number
Heptachlor epoxide,1,10,1.125492403,iCell Neurons,Cell Number
Pentachlorophenol,1,10,1.057962859,iCell Neurons,Cell Number
Dibutyl phthalate,1,10,0.900393922,iCell Neurons,Cell Number
Chlorpyrifos,1,10,1.063590321,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,1,10,0.202588633,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",1,10,0.945413618,iCell Neurons,Cell Number
Ethion,1,10,0.64153067,iCell Neurons,Cell Number
Azinphos-methyl,1,10,0.83849184,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",1,10,0.557118739,iCell Neurons,Cell Number
Parathion,1,10,1.035453011,iCell Neurons,Cell Number
Benzo(b)fluoranthene,1,10,1.266178953,iCell Neurons,Cell Number
Trifluralin,1,10,1.041080473,iCell Neurons,Cell Number
Acenaphthene,1,10,1.007315701,iCell Neurons,Cell Number
"p,p'-DDD",1,10,0.979178391,iCell Neurons,Cell Number
Benzidine,1,10,1.029825549,iCell Neurons,Cell Number
Endosulfan,1,10,1.091727631,iCell Neurons,Cell Number
Methoxychlor,1,10,1.097355093,iCell Neurons,Cell Number
"2,4-Dinitrophenol",1,10,1.035453011,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",1,10,1.142374789,iCell Neurons,Cell Number
Dicofol,1,10,1.136747327,iCell Neurons,Cell Number
p-Cresol,1,10,1.170512099,iCell Neurons,Cell Number
"o,p'-DDT",1,10,1.007315701,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",1,10,0.883511536,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",1,10,1.052335397,iCell Neurons,Cell Number
Lead nitrate,1,10,0,iCell Neurons,Cell Number
Cadmium chloride,1,10,0.799099606,iCell Neurons,Cell Number
Zinc chloride,1,10,0.799099606,iCell Neurons,Cell Number
Mercuric chloride,1,10,0.016882386,iCell Neurons,Cell Number
Potassium chromate (VI),1,10,0.89476646,iCell Neurons,Cell Number
Cobalt chloride,1,10,0.89476646,iCell Neurons,Cell Number
Nickel chloride,1,10,0.83849184,iCell Neurons,Cell Number
Benz(a)anthracene,2,10,1.091370558,iCell Neurons,Cell Number
Naphthalene,2,10,1.110406091,iCell Neurons,Cell Number
Fluoranthene,2,10,1.078680203,iCell Neurons,Cell Number
"p,p'-DDT",2,10,1.05964467,iCell Neurons,Cell Number
Dieldrin,2,10,1.123096447,iCell Neurons,Cell Number
Aldrin,2,10,0.958121827,iCell Neurons,Cell Number
Heptachlor,2,10,0.983502538,iCell Neurons,Cell Number
Lindane,2,10,1.065989848,iCell Neurons,Cell Number
Disulfoton,2,10,1.180203046,iCell Neurons,Cell Number
Endrin,2,10,1.078680203,iCell Neurons,Cell Number
Diazinon,2,10,1.154822335,iCell Neurons,Cell Number
Heptachlor epoxide,2,10,1.135786802,iCell Neurons,Cell Number
Pentachlorophenol,2,10,1.116751269,iCell Neurons,Cell Number
Dibutyl phthalate,2,10,1.16751269,iCell Neurons,Cell Number
Chlorpyrifos,2,10,1.224619289,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,2,10,0.913705584,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",2,10,1.078680203,iCell Neurons,Cell Number
Ethion,2,10,0.983502538,iCell Neurons,Cell Number
Azinphos-methyl,2,10,1.078680203,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",2,10,1.05964467,iCell Neurons,Cell Number
Parathion,2,10,1.046954315,iCell Neurons,Cell Number
Benzo(b)fluoranthene,2,10,0.996192893,iCell Neurons,Cell Number
Trifluralin,2,10,1.040609137,iCell Neurons,Cell Number
Acenaphthene,2,10,1.040609137,iCell Neurons,Cell Number
"p,p'-DDD",2,10,1.078680203,iCell Neurons,Cell Number
Benzidine,2,10,0.996192893,iCell Neurons,Cell Number
Endosulfan,2,10,1.16751269,iCell Neurons,Cell Number
Methoxychlor,2,10,1.104060914,iCell Neurons,Cell Number
"2,4-Dinitrophenol",2,10,1.008883249,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",2,10,1.180203046,iCell Neurons,Cell Number
Dicofol,2,10,1.040609137,iCell Neurons,Cell Number
p-Cresol,2,10,0.875634518,iCell Neurons,Cell Number
"o,p'-DDT",2,10,0.97715736,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",2,10,1.065989848,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",2,10,0.964467005,iCell Neurons,Cell Number
Lead nitrate,2,10,0.901015228,iCell Neurons,Cell Number
Cadmium chloride,2,10,0.97715736,iCell Neurons,Cell Number
Zinc chloride,2,10,0.939086294,iCell Neurons,Cell Number
Mercuric chloride,2,10,0.006345178,iCell Neurons,Cell Number
Potassium chromate (VI),2,10,0.755076142,iCell Neurons,Cell Number
Cobalt chloride,2,10,1.154822335,iCell Neurons,Cell Number
Nickel chloride,2,10,0.831218274,iCell Neurons,Cell Number
Benz(a)anthracene,1,100,0.793472144,iCell Neurons,Cell Number
Naphthalene,1,100,0.979178391,iCell Neurons,Cell Number
Fluoranthene,1,100,0.855374226,iCell Neurons,Cell Number
"p,p'-DDT",1,100,0,iCell Neurons,Cell Number
Dieldrin,1,100,0.011254924,iCell Neurons,Cell Number
Aldrin,1,100,0,iCell Neurons,Cell Number
Heptachlor,1,100,0,iCell Neurons,Cell Number
Lindane,1,100,1.221159257,iCell Neurons,Cell Number
Disulfoton,1,100,0.939786156,iCell Neurons,Cell Number
Endrin,1,100,0.962296005,iCell Neurons,Cell Number
Diazinon,1,100,0.984805853,iCell Neurons,Cell Number
Heptachlor epoxide,1,100,0.506471581,iCell Neurons,Cell Number
Pentachlorophenol,1,100,0.776589758,iCell Neurons,Cell Number
Dibutyl phthalate,1,100,1.057962859,iCell Neurons,Cell Number
Chlorpyrifos,1,100,0.050647158,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,1,100,0.016882386,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",1,100,0.799099606,iCell Neurons,Cell Number
Ethion,1,100,0.410804727,iCell Neurons,Cell Number
Azinphos-methyl,1,100,0.241980867,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",1,100,0.337647721,iCell Neurons,Cell Number
Parathion,1,100,1.001688239,iCell Neurons,Cell Number
Benzo(b)fluoranthene,1,100,0.630275746,iCell Neurons,Cell Number
Trifluralin,1,100,0.078784468,iCell Neurons,Cell Number
Acenaphthene,1,100,0.990433315,iCell Neurons,Cell Number
"p,p'-DDD",1,100,0,iCell Neurons,Cell Number
Benzidine,1,100,0.900393922,iCell Neurons,Cell Number
Endosulfan,1,100,0,iCell Neurons,Cell Number
Methoxychlor,1,100,0,iCell Neurons,Cell Number
"2,4-Dinitrophenol",1,100,1.119864941,iCell Neurons,Cell Number
"2,4-Dinitrotoluene",1,100,1.035453011,iCell Neurons,Cell Number
Dicofol,1,100,0,iCell Neurons,Cell Number
p-Cresol,1,100,1.181767023,iCell Neurons,Cell Number
"o,p'-DDT",1,100,0,iCell Neurons,Cell Number
"2-Methyl-4,6-dinitrophenol",1,100,0.709060214,iCell Neurons,Cell Number
"1,2,3-Trichlorobenzene",1,100,0.967923467,iCell Neurons,Cell Number
Lead nitrate,1,100,1.125492403,iCell Neurons,Cell Number
Cadmium chloride,1,100,0,iCell Neurons,Cell Number
Zinc chloride,1,100,1.187394485,iCell Neurons,Cell Number
Mercuric chloride,1,100,0,iCell Neurons,Cell Number
Potassium chromate (VI),1,100,0.05627462,iCell Neurons,Cell Number
Cobalt chloride,1,100,0.016882386,iCell Neurons,Cell Number
Nickel chloride,1,100,0.08441193,iCell Neurons,Cell Number
Benz(a)anthracene,2,100,0.983502538,iCell Neurons,Cell Number
Naphthalene,2,100,0.95177665,iCell Neurons,Cell Number
Fluoranthene,2,100,1.180203046,iCell Neurons,Cell Number
"p,p'-DDT",2,100,0,iCell Neurons,Cell Number
Dieldrin,2,100,0.019035533,iCell Neurons,Cell Number
Aldrin,2,100,0,iCell Neurons,Cell Number
Heptachlor,2,100,0,iCell Neurons,Cell Number
Lindane,2,100,1.097715736,iCell Neurons,Cell Number
Disulfoton,2,100,1.14213198,iCell Neurons,Cell Number
Endrin,2,100,1.015228426,iCell Neurons,Cell Number
Diazinon,2,100,0.996192893,iCell Neurons,Cell Number
Heptachlor epoxide,2,100,0.234771574,iCell Neurons,Cell Number
Pentachlorophenol,2,100,0.717005076,iCell Neurons,Cell Number
Dibutyl phthalate,2,100,1.218274112,iCell Neurons,Cell Number
Chlorpyrifos,2,100,0.215736041,iCell Neurons,Cell Number
Di(2-ethylhexyl) phthalate,2,100,0.044416244,iCell Neurons,Cell Number
"2,4,6-Trichlorophenol",2,100,1.14213198,iCell Neurons,Cell Number
Ethion,2,100,0.95177665,iCell Neurons,Cell Number
Azinphos-methyl,2,100,0.989847716,iCell Neurons,Cell Number
"2,4,5-Trichlorophenol",2,100,0.418781726,iCell Neurons,Cell Number
